COD_DANE;COD_DEPARTAMENTO;DEPARTAMENTO;COD_MUNICIPIO;MUNICIPIO;FECHA1erFIS
91001;91;AMAZONAS;001;LETICIA;31/03/20
91405;91;AMAZONAS;405;LA CHORRERA;15/06/20
91407;91;AMAZONAS;407;LA PEDRERA;17/07/20
91540;91;AMAZONAS;540;PUERTO NARIÑO;15/04/20
91669;91;AMAZONAS;669;PUERTO SANTANDER;24/06/20
91798;91;AMAZONAS;798;TARAPACÁ;21/06/20
05001;05;ANTIOQUIA;001;MEDELLÍN;29/02/20
05002;05;ANTIOQUIA;002;ABEJORRAL;5/07/20
05004;05;ANTIOQUIA;004;ABRIAQUÍ;6/07/20
05021;05;ANTIOQUIA;021;ALEJANDRÍA;26/07/20
05030;05;ANTIOQUIA;030;AMAGÁ;9/04/20
05031;05;ANTIOQUIA;031;AMALFI;4/07/20
05034;05;ANTIOQUIA;034;ANDES;4/04/20
05036;05;ANTIOQUIA;036;ANGELÓPOLIS;27/07/20
05038;05;ANTIOQUIA;038;ANGOSTURA;18/03/20
05040;05;ANTIOQUIA;040;ANORÍ;6/07/20
05042;05;ANTIOQUIA;042;SANTA FÉ DE ANTIOQUIA;5/06/20
05044;05;ANTIOQUIA;044;ANZÁ;10/06/20
05045;05;ANTIOQUIA;045;APARTADÓ;14/03/20
05051;05;ANTIOQUIA;051;ARBOLETES;10/05/20
05055;05;ANTIOQUIA;055;ARGELIA;16/07/20
05059;05;ANTIOQUIA;059;ARMENIA;1/07/20
05079;05;ANTIOQUIA;079;BARBOSA;15/04/20
05086;05;ANTIOQUIA;086;BELMIRA;9/07/20
05088;05;ANTIOQUIA;088;BELLO;9/03/20
05091;05;ANTIOQUIA;091;BETANIA;28/07/20
05093;05;ANTIOQUIA;093;BETULIA;23/06/20
05101;05;ANTIOQUIA;101;CIUDAD BOLÍVAR;20/06/20
05107;05;ANTIOQUIA;107;BRICEÑO;19/05/20
05113;05;ANTIOQUIA;113;BURITICÁ;1/04/20
05120;05;ANTIOQUIA;120;CÁCERES;10/03/20
05125;05;ANTIOQUIA;125;CAICEDO;24/06/20
05129;05;ANTIOQUIA;129;CALDAS;20/03/20
05134;05;ANTIOQUIA;134;CAMPAMENTO;2/07/20
05138;05;ANTIOQUIA;138;CAÑASGORDAS;29/05/20
05142;05;ANTIOQUIA;142;CARACOLÍ;18/06/20
05145;05;ANTIOQUIA;145;CARAMANTA;24/07/20
05147;05;ANTIOQUIA;147;CAREPA;10/03/20
05148;05;ANTIOQUIA;148;EL CARMEN DE VIBORAL;24/04/20
05150;05;ANTIOQUIA;150;CAROLINA;14/07/20
05154;05;ANTIOQUIA;154;CAUCASIA;9/05/20
05172;05;ANTIOQUIA;172;CHIGORODÓ;27/05/20
05190;05;ANTIOQUIA;190;CISNEROS;7/05/20
05197;05;ANTIOQUIA;197;COCORNÁ;30/03/20
05206;05;ANTIOQUIA;206;CONCEPCIÓN;1/07/20
05209;05;ANTIOQUIA;209;CONCORDIA;6/07/20
05212;05;ANTIOQUIA;212;COPACABANA;29/03/20
05234;05;ANTIOQUIA;234;DABEIBA;2/06/20
05237;05;ANTIOQUIA;237;DONMATÍAS;26/03/20
05240;05;ANTIOQUIA;240;EBÉJICO;20/06/20
05250;05;ANTIOQUIA;250;EL BAGRE;8/05/20
05264;05;ANTIOQUIA;264;ENTRERRÍOS;1/07/20
05266;05;ANTIOQUIA;266;ENVIGADO;11/03/20
05282;05;ANTIOQUIA;282;FREDONIA;7/07/20
05284;05;ANTIOQUIA;284;FRONTINO;15/03/20
05306;05;ANTIOQUIA;306;GIRALDO;28/05/20
05308;05;ANTIOQUIA;308;GIRARDOTA;29/05/20
05310;05;ANTIOQUIA;310;GÓMEZ PLATA;6/07/20
05313;05;ANTIOQUIA;313;GRANADA;6/04/20
05315;05;ANTIOQUIA;315;GUADALUPE;22/07/20
05318;05;ANTIOQUIA;318;GUARNE;13/03/20
05321;05;ANTIOQUIA;321;GUATAPÉ;10/03/20
05347;05;ANTIOQUIA;347;HELICONIA;26/06/20
05353;05;ANTIOQUIA;353;HISPANIA;7/06/20
05360;05;ANTIOQUIA;360;ITAGÜÍ;6/03/20
05361;05;ANTIOQUIA;361;ITUANGO;2/05/20
05364;05;ANTIOQUIA;364;JARDÍN;25/07/20
05368;05;ANTIOQUIA;368;JERICÓ;21/05/20
05376;05;ANTIOQUIA;376;LA CEJA;20/03/20
05380;05;ANTIOQUIA;380;LA ESTRELLA;14/03/20
05390;05;ANTIOQUIA;390;LA PINTADA;13/07/20
05400;05;ANTIOQUIA;400;LA UNIÓN;4/07/20
05411;05;ANTIOQUIA;411;LIBORINA;6/07/20
05425;05;ANTIOQUIA;425;MACEO;20/05/20
05440;05;ANTIOQUIA;440;MARINILLA;16/05/20
05467;05;ANTIOQUIA;467;MONTEBELLO;19/03/20
05475;05;ANTIOQUIA;475;MURINDÓ;10/06/20
05480;05;ANTIOQUIA;480;MUTATÁ;19/06/20
05490;05;ANTIOQUIA;490;NECOCLÍ;12/06/20
05495;05;ANTIOQUIA;495;NECHÍ;4/05/20
05501;05;ANTIOQUIA;501;OLAYA;5/07/20
05541;05;ANTIOQUIA;541;PEÑOL;9/07/20
05543;05;ANTIOQUIA;543;PEQUE;3/07/20
05579;05;ANTIOQUIA;579;PUERTO BERRÍO;24/06/20
05585;05;ANTIOQUIA;585;PUERTO NARE;27/06/20
05591;05;ANTIOQUIA;591;PUERTO TRIUNFO;20/06/20
05604;05;ANTIOQUIA;604;REMEDIOS;19/06/20
05607;05;ANTIOQUIA;607;RETIRO;7/03/20
05615;05;ANTIOQUIA;615;RIONEGRO;9/03/20
05628;05;ANTIOQUIA;628;SABANALARGA;8/07/20
05631;05;ANTIOQUIA;631;SABANETA;14/03/20
05642;05;ANTIOQUIA;642;SALGAR;29/05/20
05647;05;ANTIOQUIA;647;SAN ANDRÉS DE CUERQUÍA;25/07/20
05649;05;ANTIOQUIA;649;SAN CARLOS;24/06/20
05652;05;ANTIOQUIA;652;SAN FRANCISCO;22/03/20
05656;05;ANTIOQUIA;656;SAN JERÓNIMO;6/07/20
05658;05;ANTIOQUIA;658;SAN JOSÉ LA MONTAÑA;29/06/20
05659;05;ANTIOQUIA;659;SAN JUAN DE URABÁ;1/06/20
05660;05;ANTIOQUIA;660;SAN LUIS;30/06/20
05664;05;ANTIOQUIA;664;SAN PEDRO LOS MILAGROS;27/06/20
05665;05;ANTIOQUIA;665;SAN PEDRO DE URABÁ;11/04/20
05667;05;ANTIOQUIA;667;SAN RAFAEL;30/06/20
05670;05;ANTIOQUIA;670;SAN ROQUE;29/05/20
05674;05;ANTIOQUIA;674;SAN VICENTE FERRER;26/06/20
05679;05;ANTIOQUIA;679;SANTA BÁRBARA;21/06/20
05686;05;ANTIOQUIA;686;SANTA ROSA DE OSOS;16/03/20
05690;05;ANTIOQUIA;690;SANTO DOMINGO;24/06/20
05697;05;ANTIOQUIA;697;EL SANTUARIO;25/03/20
05736;05;ANTIOQUIA;736;SEGOVIA;20/06/20
05756;05;ANTIOQUIA;756;SONSÓN;3/04/20
05761;05;ANTIOQUIA;761;SOPETRÁN;24/06/20
05789;05;ANTIOQUIA;789;TÁMESIS;22/05/20
05790;05;ANTIOQUIA;790;TARAZÁ;20/05/20
05792;05;ANTIOQUIA;792;TARSO;9/07/20
05809;05;ANTIOQUIA;809;TITIRIBÍ;2/07/20
05819;05;ANTIOQUIA;819;TOLEDO;11/07/20
05837;05;ANTIOQUIA;837;TURBO;9/05/20
05842;05;ANTIOQUIA;842;URAMITA;5/07/20
05847;05;ANTIOQUIA;847;URRAO;24/06/20
05854;05;ANTIOQUIA;854;VALDIVIA;18/05/20
05856;05;ANTIOQUIA;856;VALPARAÍSO;26/06/20
05858;05;ANTIOQUIA;858;VEGACHÍ;13/08/20
05861;05;ANTIOQUIA;861;VENECIA;22/06/20
05873;05;ANTIOQUIA;873;VIGÍA DEL FUERTE;30/05/20
05885;05;ANTIOQUIA;885;YALÍ;29/08/20
05887;05;ANTIOQUIA;887;YARUMAL;1/06/20
05890;05;ANTIOQUIA;890;YOLOMBÓ;20/05/20
05893;05;ANTIOQUIA;893;YONDÓ;21/07/20
05895;05;ANTIOQUIA;895;ZARAGOZA;23/06/20
81001;81;ARAUCA;001;ARAUCA;24/04/20
81065;81;ARAUCA;065;ARAUQUITA;30/05/20
81300;81;ARAUCA;300;FORTUL;20/07/20
81736;81;ARAUCA;736;SARAVENA;17/05/20
81794;81;ARAUCA;794;TAME;28/05/20
88001;88;ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;001;SAN ANDRÉS;22/03/20
88564;88;ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;564;PROVIDENCIA;6/05/20
08078;08;ATLÁNTICO;078;BARANOA;4/04/20
08137;08;ATLÁNTICO;137;CAMPO DE LA CRUZ;4/05/20
08141;08;ATLÁNTICO;141;CANDELARIA;4/05/20
08296;08;ATLÁNTICO;296;GALAPA;17/03/20
08372;08;ATLÁNTICO;372;JUAN DE ACOSTA;1/05/20
08421;08;ATLÁNTICO;421;LURUACO;1/05/20
08433;08;ATLÁNTICO;433;MALAMBO;2/04/20
08436;08;ATLÁNTICO;436;MANATÍ;16/04/20
08520;08;ATLÁNTICO;520;PALMAR DE VARELA;13/04/20
08549;08;ATLÁNTICO;549;PIOJÓ;14/05/20
08558;08;ATLÁNTICO;558;POLONUEVO;19/03/20
08560;08;ATLÁNTICO;560;PONEDERA;21/03/20
08573;08;ATLÁNTICO;573;PUERTO COLOMBIA;15/03/20
08606;08;ATLÁNTICO;606;REPELÓN;27/04/20
08634;08;ATLÁNTICO;634;SABANAGRANDE;3/03/20
08638;08;ATLÁNTICO;638;SABANALARGA;19/04/20
08675;08;ATLÁNTICO;675;SANTA LUCÍA;22/04/20
08685;08;ATLÁNTICO;685;SANTO TOMÁS;13/03/20
08758;08;ATLÁNTICO;758;SOLEDAD;15/03/20
08770;08;ATLÁNTICO;770;SUAN;26/05/20
08832;08;ATLÁNTICO;832;TUBARÁ;10/05/20
08849;08;ATLÁNTICO;849;USIACURÍ;7/05/20
08001;08;BARRANQUILLA D.E.;001;BARRANQUILLA;6/03/20
11001;11;BOGOTÁ, D.C.;001;BOGOTÁ, D.C.;27/02/20
13006;13;BOLÍVAR;006;ACHÍ;15/06/20
13030;13;BOLÍVAR;030;ALTOS DEL ROSARIO;12/07/20
13042;13;BOLÍVAR;042;ARENAL;27/04/20
13052;13;BOLÍVAR;052;ARJONA;19/03/20
13062;13;BOLÍVAR;062;ARROYOHONDO;17/06/20
13074;13;BOLÍVAR;074;BARRANCO DE LOBA;12/03/20
13140;13;BOLÍVAR;140;CALAMAR;8/04/20
13160;13;BOLÍVAR;160;CANTAGALLO;3/07/20
13188;13;BOLÍVAR;188;CICUCO;7/06/20
13212;13;BOLÍVAR;212;CÓRDOBA;26/06/20
13222;13;BOLÍVAR;222;CLEMENCIA;7/05/20
13244;13;BOLÍVAR;244;EL CARMEN DE BOLÍVAR;24/05/20
13248;13;BOLÍVAR;248;EL GUAMO;24/07/20
13268;13;BOLÍVAR;268;EL PEÑÓN;13/07/20
13300;13;BOLÍVAR;300;HATILLO DE LOBA;24/06/20
13430;13;BOLÍVAR;430;MAGANGUÉ;30/04/20
13433;13;BOLÍVAR;433;MAHATES;19/05/20
13440;13;BOLÍVAR;440;MARGARITA;14/07/20
13442;13;BOLÍVAR;442;MARÍA LA BAJA;24/04/20
13458;13;BOLÍVAR;458;MONTECRISTO;18/06/20
13468;13;BOLÍVAR;468;MOMPÓS;15/05/20
13473;13;BOLÍVAR;473;MORALES;17/06/20
13490;13;BOLÍVAR;490;NOROSÍ;30/06/20
13549;13;BOLÍVAR;549;PINILLOS;2/06/20
13580;13;BOLÍVAR;580;REGIDOR;15/07/20
13600;13;BOLÍVAR;600;RÍO VIEJO;25/07/20
13620;13;BOLÍVAR;620;SAN CRISTÓBAL;5/04/20
13647;13;BOLÍVAR;647;SAN ESTANISLAO;10/06/20
13650;13;BOLÍVAR;650;SAN FERNANDO;15/08/20
13654;13;BOLÍVAR;654;SAN JACINTO;12/06/20
13655;13;BOLÍVAR;655;SAN JACINTO DEL CAUCA;6/07/20
13657;13;BOLÍVAR;657;SAN JUAN NEPOMUCENO;23/05/20
13667;13;BOLÍVAR;667;SAN MARTÍN DE LOBA;21/07/20
13670;13;BOLÍVAR;670;SAN PABLO;21/05/20
13673;13;BOLÍVAR;673;SANTA CATALINA;11/05/20
13683;13;BOLÍVAR;683;SANTA ROSA;17/04/20
13688;13;BOLÍVAR;688;SANTA ROSA DEL SUR;22/05/20
13744;13;BOLÍVAR;744;SIMITÍ;10/08/20
13760;13;BOLÍVAR;760;SOPLAVIENTO;13/06/20
13780;13;BOLÍVAR;780;TALAIGUA NUEVO;2/07/20
13810;13;BOLÍVAR;810;TIQUISIO;1/06/20
13836;13;BOLÍVAR;836;TURBACO;15/03/20
13838;13;BOLÍVAR;838;TURBANÁ;24/04/20
13873;13;BOLÍVAR;873;VILLANUEVA;10/04/20
13894;13;BOLÍVAR;894;ZAMBRANO;17/06/20
15001;15;BOYACÁ;001;TUNJA;18/03/20
15047;15;BOYACÁ;047;AQUITANIA;10/04/20
15051;15;BOYACÁ;051;ARCABUCO;8/07/20
15087;15;BOYACÁ;087;BELÉN;10/07/20
15097;15;BOYACÁ;097;BOAVITA;12/08/20
15104;15;BOYACÁ;104;BOYACÁ;12/08/20
15106;15;BOYACÁ;106;BRICEÑO;21/07/20
15109;15;BOYACÁ;109;BUENAVISTA;26/05/20
15131;15;BOYACÁ;131;CALDAS;22/04/20
15162;15;BOYACÁ;162;CERINZA;12/08/20
15176;15;BOYACÁ;176;CHIQUINQUIRÁ;20/04/20
15180;15;BOYACÁ;180;CHISCAS;3/08/20
15183;15;BOYACÁ;183;CHITA;6/08/20
15185;15;BOYACÁ;185;CHITARAQUE;8/08/20
15187;15;BOYACÁ;187;CHIVATÁ;12/08/20
15189;15;BOYACÁ;189;CIÉNEGA;31/07/20
15204;15;BOYACÁ;204;CÓMBITA;1/05/20
15212;15;BOYACÁ;212;COPER;17/05/20
15215;15;BOYACÁ;215;CORRALES;22/05/20
15218;15;BOYACÁ;218;COVARACHÍA;24/06/20
15223;15;BOYACÁ;223;CUBARÁ;23/04/20
15224;15;BOYACÁ;224;CUCAITA;5/05/20
15226;15;BOYACÁ;226;CUÍTIVA;23/07/20
15232;15;BOYACÁ;232;CHÍQUIZA;20/07/20
15238;15;BOYACÁ;238;DUITAMA;20/04/20
15244;15;BOYACÁ;244;EL COCUY;7/08/20
15248;15;BOYACÁ;248;EL ESPINO;6/08/20
15272;15;BOYACÁ;272;FIRAVITOBA;27/05/20
15293;15;BOYACÁ;293;GACHANTIVÁ;11/08/20
15296;15;BOYACÁ;296;GÁMEZA;31/07/20
15299;15;BOYACÁ;299;GARAGOA;22/03/20
15317;15;BOYACÁ;317;GUACAMAYAS;4/08/20
15322;15;BOYACÁ;322;GUATEQUE;12/05/20
15325;15;BOYACÁ;325;GUAYATÁ;5/06/20
15362;15;BOYACÁ;362;IZA;21/07/20
15367;15;BOYACÁ;367;JENESANO;11/08/20
15368;15;BOYACÁ;368;JERICÓ;11/08/20
15380;15;BOYACÁ;380;LA CAPILLA;29/08/20
15403;15;BOYACÁ;403;LA UVITA;13/07/20
15407;15;BOYACÁ;407;VILLA DE LEYVA;23/04/20
15425;15;BOYACÁ;425;MACANAL;23/08/20
15442;15;BOYACÁ;442;MARIPÍ;28/06/20
15455;15;BOYACÁ;455;MIRAFLORES;5/05/20
15464;15;BOYACÁ;464;MONGUA;28/08/20
15466;15;BOYACÁ;466;MONGUÍ;10/07/20
15469;15;BOYACÁ;469;MONIQUIRÁ;20/04/20
15476;15;BOYACÁ;476;MOTAVITA;24/07/20
15480;15;BOYACÁ;480;MUZO;30/04/20
15491;15;BOYACÁ;491;NOBSA;23/06/20
15494;15;BOYACÁ;494;NUEVO COLÓN;17/05/20
15500;15;BOYACÁ;500;OICATÁ;25/03/20
15507;15;BOYACÁ;507;OTANCHE;5/08/20
15511;15;BOYACÁ;511;PACHAVITA;25/07/20
15516;15;BOYACÁ;516;PAIPA;19/04/20
15518;15;BOYACÁ;518;PAJARITO;5/08/20
15522;15;BOYACÁ;522;PANQUEBA;7/08/20
15531;15;BOYACÁ;531;PAUNA;17/05/20
15533;15;BOYACÁ;533;PAYA;14/05/20
15537;15;BOYACÁ;537;PAZ DE RÍO;2/08/20
15542;15;BOYACÁ;542;PESCA;27/07/20
15572;15;BOYACÁ;572;PUERTO BOYACÁ;22/06/20
15580;15;BOYACÁ;580;QUÍPAMA;26/07/20
15599;15;BOYACÁ;599;RAMIRIQUÍ;19/06/20
15600;15;BOYACÁ;600;RÁQUIRA;4/08/20
15632;15;BOYACÁ;632;SABOYÁ;13/07/20
15638;15;BOYACÁ;638;SÁCHICA;15/09/20
15646;15;BOYACÁ;646;SAMACÁ;23/04/20
15664;15;BOYACÁ;664;SAN JOSÉ DE PARE;31/07/20
15667;15;BOYACÁ;667;SAN LUIS DE GACENO;13/08/20
15676;15;BOYACÁ;676;SAN MIGUEL DE SEMA;13/05/20
15681;15;BOYACÁ;681;SAN PABLO DE BORBUR;26/07/20
15686;15;BOYACÁ;686;SANTANA;13/03/20
15690;15;BOYACÁ;690;SANTA MARÍA;3/08/20
15693;15;BOYACÁ;693;SANTA ROSA DE VITERBO;4/05/20
15696;15;BOYACÁ;696;SANTA SOFÍA;28/03/20
15720;15;BOYACÁ;720;SATIVANORTE;2/08/20
15723;15;BOYACÁ;723;SATIVASUR;1/08/20
15740;15;BOYACÁ;740;SIACHOQUE;25/06/20
15753;15;BOYACÁ;753;SOATÁ;5/07/20
15757;15;BOYACÁ;757;SOCHA;23/03/20
15759;15;BOYACÁ;759;SOGAMOSO;25/03/20
15763;15;BOYACÁ;763;SOTAQUIRÁ;30/07/20
15764;15;BOYACÁ;764;SORACÁ;30/06/20
15774;15;BOYACÁ;774;SUSACÓN;13/06/20
15776;15;BOYACÁ;776;SUTAMARCHÁN;10/05/20
15790;15;BOYACÁ;790;TASCO;19/05/20
15798;15;BOYACÁ;798;TENZA;29/03/20
15804;15;BOYACÁ;804;TIBANÁ;26/06/20
15806;15;BOYACÁ;806;TIBASOSA;2/07/20
15808;15;BOYACÁ;808;TINJACÁ;7/05/20
15810;15;BOYACÁ;810;TIPACOQUE;11/05/20
15814;15;BOYACÁ;814;TOCA;26/05/20
15816;15;BOYACÁ;816;TOGÜÍ;21/03/20
15820;15;BOYACÁ;820;TÓPAGA;5/08/20
15822;15;BOYACÁ;822;TOTA;6/08/20
15832;15;BOYACÁ;832;TUNUNGUÁ;26/08/20
15835;15;BOYACÁ;835;TURMEQUÉ;27/04/20
15837;15;BOYACÁ;837;TUTA;24/06/20
15842;15;BOYACÁ;842;ÚMBITA;22/07/20
15861;15;BOYACÁ;861;VENTAQUEMADA;7/05/20
15879;15;BOYACÁ;879;VIRACACHÁ;8/05/20
15897;15;BOYACÁ;897;ZETAQUIRA;25/07/20
76109;76;BUENAVENTURA D.E.;109;BUENAVENTURA;23/03/20
17001;17;CALDAS;001;MANIZALES;12/03/20
17013;17;CALDAS;013;AGUADAS;1/05/20
17042;17;CALDAS;042;ANSERMA;27/03/20
17050;17;CALDAS;050;ARANZAZU;13/06/20
17088;17;CALDAS;088;BELALCÁZAR;17/07/20
17174;17;CALDAS;174;CHINCHINÁ;14/03/20
17272;17;CALDAS;272;FILADELFIA;21/08/20
17380;17;CALDAS;380;LA DORADA;13/03/20
17388;17;CALDAS;388;LA MERCED;26/07/20
17433;17;CALDAS;433;MANZANARES;3/05/20
17442;17;CALDAS;442;MARMATO;22/04/20
17444;17;CALDAS;444;MARQUETALIA;27/04/20
17446;17;CALDAS;446;MARULANDA;2/09/20
17486;17;CALDAS;486;NEIRA;24/05/20
17495;17;CALDAS;495;NORCASIA;25/04/20
17513;17;CALDAS;513;PÁCORA;6/07/20
17524;17;CALDAS;524;PALESTINA;7/07/20
17541;17;CALDAS;541;PENSILVANIA;19/07/20
17614;17;CALDAS;614;RIOSUCIO;1/05/20
17616;17;CALDAS;616;RISARALDA;20/04/20
17653;17;CALDAS;653;SALAMINA;15/07/20
17662;17;CALDAS;662;SAMANÁ;20/04/20
17665;17;CALDAS;665;SAN JOSÉ;21/08/20
17777;17;CALDAS;777;SUPÍA;28/05/20
17867;17;CALDAS;867;VICTORIA;20/07/20
17873;17;CALDAS;873;VILLAMARÍA;14/03/20
17877;17;CALDAS;877;VITERBO;15/03/20
18001;18;CAQUETÁ;001;FLORENCIA;25/03/20
18029;18;CAQUETÁ;029;ALBANIA;21/06/20
18094;18;CAQUETÁ;094;BELÉN DE LOS ANDAQUÍES;1/07/20
18150;18;CAQUETÁ;150;CARTAGENA DEL CHAIRÁ;26/06/20
18205;18;CAQUETÁ;205;CURILLO;16/07/20
18247;18;CAQUETÁ;247;EL DONCELLO;26/06/20
18256;18;CAQUETÁ;256;EL PAUJÍL;1/07/20
18410;18;CAQUETÁ;410;LA MONTAÑITA;5/07/20
18460;18;CAQUETÁ;460;MILÁN;17/07/20
18479;18;CAQUETÁ;479;MORELIA;13/07/20
18592;18;CAQUETÁ;592;PUERTO RICO;24/06/20
18610;18;CAQUETÁ;610;SAN JOSÉ DEL FRAGUA;27/06/20
18753;18;CAQUETÁ;753;SAN VICENTE DEL CAGUÁN;22/04/20
18756;18;CAQUETÁ;756;SOLANO;13/07/20
18785;18;CAQUETÁ;785;SOLITA;17/06/20
18860;18;CAQUETÁ;860;VALPARAÍSO;8/07/20
13001;13;CARTAGENA D.T. Y C.;001;CARTAGENA DE INDIAS;1/03/20
85001;85;CASANARE;001;YOPAL;17/03/20
85010;85;CASANARE;010;AGUAZUL;9/06/20
85125;85;CASANARE;125;HATO COROZAL;19/07/20
85139;85;CASANARE;139;MANÍ;8/06/20
85162;85;CASANARE;162;MONTERREY;6/07/20
85230;85;CASANARE;230;OROCUÉ;23/06/20
85250;85;CASANARE;250;PAZ DE ARIPORO;20/04/20
85263;85;CASANARE;263;PORE;15/06/20
85279;85;CASANARE;279;RECETOR;20/08/20
85315;85;CASANARE;315;SÁCAMA;12/09/20
85325;85;CASANARE;325;SAN LUIS DE PALENQUE;30/07/20
85410;85;CASANARE;410;TAURAMENA;8/05/20
85430;85;CASANARE;430;TRINIDAD;17/07/20
85440;85;CASANARE;440;VILLANUEVA;4/05/20
19001;19;CAUCA;001;POPAYÁN;9/03/20
19050;19;CAUCA;050;ARGELIA;15/06/20
19075;19;CAUCA;075;BALBOA;9/06/20
19100;19;CAUCA;100;BOLÍVAR;4/08/20
19110;19;CAUCA;110;BUENOS AIRES;5/05/20
19130;19;CAUCA;130;CAJIBÍO;6/06/20
19137;19;CAUCA;137;CALDONO;9/06/20
19142;19;CAUCA;142;CALOTO;24/04/20
19212;19;CAUCA;212;CORINTO;18/06/20
19256;19;CAUCA;256;EL TAMBO;1/04/20
19290;19;CAUCA;290;FLORENCIA;19/07/20
19300;19;CAUCA;300;GUACHENÉ;28/03/20
19318;19;CAUCA;318;GUAPÍ;25/05/20
19355;19;CAUCA;355;INZÁ;22/07/20
19364;19;CAUCA;364;JAMBALÓ;18/07/20
19392;19;CAUCA;392;LA SIERRA;5/07/20
19397;19;CAUCA;397;LA VEGA;2/08/20
19418;19;CAUCA;418;LÓPEZ DE MICAY;20/04/20
19450;19;CAUCA;450;MERCADERES;11/06/20
19455;19;CAUCA;455;MIRANDA;25/03/20
19473;19;CAUCA;473;MORALES;28/06/20
19513;19;CAUCA;513;PADILLA;5/06/20
19517;19;CAUCA;517;PÁEZ;9/07/20
19532;19;CAUCA;532;PATÍA;17/05/20
19533;19;CAUCA;533;PIAMONTE;22/08/20
19548;19;CAUCA;548;PIENDAMÓ;20/04/20
19573;19;CAUCA;573;PUERTO TEJADA;1/04/20
19585;19;CAUCA;585;PURACÉ;28/07/20
19622;19;CAUCA;622;ROSAS;22/06/20
19698;19;CAUCA;698;SANTANDER DE QUILICHAO;21/03/20
19701;19;CAUCA;701;SANTA ROSA;22/07/20
19743;19;CAUCA;743;SILVIA;27/05/20
19760;19;CAUCA;760;SOTARA;24/07/20
19780;19;CAUCA;780;SUÁREZ;29/06/20
19785;19;CAUCA;785;SUCRE;23/07/20
19807;19;CAUCA;807;TIMBÍO;28/03/20
19809;19;CAUCA;809;TIMBIQUÍ;1/05/20
19821;19;CAUCA;821;TORIBÍO;10/07/20
19824;19;CAUCA;824;TOTORÓ;30/04/20
19845;19;CAUCA;845;VILLA RICA;18/04/20
20001;20;CESAR;001;VALLEDUPAR;14/03/20
20011;20;CESAR;011;AGUACHICA;5/04/20
20013;20;CESAR;013;AGUSTÍN CODAZZI;8/04/20
20032;20;CESAR;032;ASTREA;12/06/20
20045;20;CESAR;045;BECERRIL;18/05/20
20060;20;CESAR;060;BOSCONIA;11/04/20
20175;20;CESAR;175;CHIMICHAGUA;8/06/20
20178;20;CESAR;178;CHIRIGUANÁ;23/04/20
20228;20;CESAR;228;CURUMANÍ;25/05/20
20238;20;CESAR;238;EL COPEY;21/05/20
20250;20;CESAR;250;EL PASO;12/05/20
20295;20;CESAR;295;GAMARRA;5/06/20
20310;20;CESAR;310;GONZÁLEZ;11/05/20
20383;20;CESAR;383;LA GLORIA;4/06/20
20400;20;CESAR;400;LA JAGUA DE IBIRICO;17/04/20
20443;20;CESAR;443;MANAURE BALCÓN DEL CESAR;8/06/20
20517;20;CESAR;517;PAILITAS;31/05/20
20550;20;CESAR;550;PELAYA;31/05/20
20570;20;CESAR;570;PUEBLO BELLO;25/05/20
20614;20;CESAR;614;RÍO DE ORO;14/04/20
20621;20;CESAR;621;LA PAZ;11/04/20
20710;20;CESAR;710;SAN ALBERTO;5/06/20
20750;20;CESAR;750;SAN DIEGO;19/03/20
20770;20;CESAR;770;SAN MARTÍN;2/04/20
20787;20;CESAR;787;TAMALAMEQUE;3/06/20
27001;27;CHOCÓ;001;QUIBDÓ;23/03/20
27006;27;CHOCÓ;006;ACANDÍ;22/06/20
27025;27;CHOCÓ;025;ALTO BAUDÓ;26/05/20
27050;27;CHOCÓ;050;ATRATO;1/05/20
27073;27;CHOCÓ;073;BAGADÓ;12/05/20
27075;27;CHOCÓ;075;BAHÍA SOLANO;2/05/20
27077;27;CHOCÓ;077;BAJO BAUDÓ;13/06/20
27099;27;CHOCÓ;099;BOJAYÁ;5/05/20
27135;27;CHOCÓ;135;EL CANTÓN SAN PABLO;30/05/20
27150;27;CHOCÓ;150;CARMEN DEL DARIÉN;25/06/20
27160;27;CHOCÓ;160;CÉRTEGUI;17/05/20
27205;27;CHOCÓ;205;CONDOTO;20/05/20
27245;27;CHOCÓ;245;EL CARMEN DE ATRATO;1/06/20
27250;27;CHOCÓ;250;EL LITORAL SAN JUAN;1/08/20
27361;27;CHOCÓ;361;ISTMINA;3/05/20
27413;27;CHOCÓ;413;LLORÓ;1/06/20
27430;27;CHOCÓ;430;MEDIO BAUDÓ;2/05/20
27450;27;CHOCÓ;450;MEDIO SAN JUAN;16/06/20
